testing_performance,testing_complexity,training_performance,training_complexity,task_id,validation,seed
1.0,23281,0.9993548387096775,22577,359960,aggregated,10278
0.7114093959731543,260711,0.6173044551677701,235262,2073,aggregated,10266
0.8153846153846154,262912,0.7990016420361247,246742,168784,aggregated,10305
0.77,96321,0.7699999999999999,87288,168757,aggregated,10144
1.0,207,0.9980645161290322,207,359960,aggregated,10274
0.76,41656,0.7733333333333332,37810,168757,aggregated,10139
0.77,34141,0.7655555555555555,30738,168757,aggregated,10127
0.9246575342465754,33441,0.916146194772149,33249,359958,aggregated,10209
0.8985507246376812,29707,0.8824884792626728,27324,146818,aggregated,10030
0.6486486486486487,917,0.6860018091361375,867,359954,aggregated,10039
0.6756756756756757,125761,0.6931026684758027,114080,359954,aggregated,10044
0.8867924528301887,979,0.8787681970884659,979,359956,aggregated,10157
1.0,2883,0.9987179487179487,2883,359960,aggregated,10291
0.6486486486486487,76451,0.6723202170963365,69208,359954,aggregated,10056
0.6486486486486487,71891,0.688579828132067,65331,359954,aggregated,10035
0.5743243243243243,36541,0.5691501480975165,32031,359959,aggregated,10213
0.6216216216216216,62721,0.6828132066938039,57223,359954,aggregated,10048
1.0,44012,0.9974317617866004,42843,359960,aggregated,10283
0.6778523489932886,20465,0.6030187408820559,18455,2073,aggregated,10257
0.6756756756756757,261,0.6814111261872456,261,359954,aggregated,10060
0.5472972972972973,28391,0.578092959671907,25407,359959,aggregated,10225
0.8867924528301887,614,0.8915005599104141,614,359956,aggregated,10173
0.7466666666666667,6354,0.8097014925373134,6354,359955,aggregated,10081
0.5945945945945946,20802,0.5774151287309182,20616,359959,aggregated,10229
0.5878378378378378,229,0.5698678514467987,229,359959,aggregated,10237
0.6912751677852349,739261,0.6134721131186175,669225,2073,aggregated,10241
0.8705882352941177,1445,0.8370642515379358,1445,190146,aggregated,10097
0.8962264150943396,2,0.874602463605823,2,359956,aggregated,10161
0.8358974358974359,799711,0.8058193760262725,724092,168784,aggregated,10301
0.77,519,0.7744444444444444,472,168757,aggregated,10140
0.74,574,0.7633333333333333,510,168757,aggregated,10123
0.7046979865771812,34,0.609841768600606,34,2073,aggregated,10261
0.9246575342465754,139571,0.9184247050659264,131611,359958,aggregated,10201
0.841025641025641,251642,0.8007060755336617,230510,168784,aggregated,10313
0.77,33606,0.7722222222222223,31616,168757,aggregated,10131
0.8985507246376812,2717,0.8742959549411162,2646,146818,aggregated,10026
0.8823529411764706,1298,0.8527682843472318,1298,190146,aggregated,10119
0.8307692307692308,358112,0.7983612479474548,338334,168784,aggregated,10325
0.8625592417061612,121011,0.8640629351155666,108196,359962,aggregated,10359
0.8695652173913043,64131,0.877547363031234,58032,146818,aggregated,10010
0.8352941176470589,1446,0.8147812713602189,1446,190146,aggregated,10107
0.8530805687203792,29417,0.8624979114452798,27982,359962,aggregated,10347
0.76,3231,0.8037971905179984,2802,359955,aggregated,10072
0.8672985781990521,10085,0.8651434140907825,9107,359962,aggregated,10336
0.9246575342465754,48671,0.9146426092990978,44215,359958,aggregated,10192
0.8490566037735849,1001,0.8903695408734602,1001,359956,aggregated,10180
0.8985507246376812,84,0.882462877624168,84,146818,aggregated,10002
