testing_performance,testing_complexity,training_performance,training_complexity,task_id,validation,seed
0.8436018957345972,84746,0.8630190251353979,67880,359962,aggregated,20338
0.8840579710144928,5,0.8775870967741936,5,146818,aggregated,20012
0.8588235294117647,1059,0.8461902304781562,1059,190146,aggregated,20105
0.8578199052132701,23,0.8640744341063741,23,359962,aggregated,20345
0.7733333333333333,4354,0.8009618573797679,4354,359955,aggregated,20070
0.910958904109589,57651,0.9146547470467012,54975,359958,aggregated,20182
0.841025641025641,340721,0.7966778550961934,310673,168784,aggregated,20327
0.8588235294117647,1766,0.8291881664946681,1766,190146,aggregated,20117
0.8815165876777251,164246,0.8645979725038189,133766,359962,aggregated,20357
0.7733333333333333,327,0.8053178551686015,299,359955,aggregated,20062
0.8705882352941177,1446,0.8344341245270037,1446,190146,aggregated,20109
0.9178082191780822,96802,0.917690767132035,79218,359958,aggregated,20190
0.8767772511848341,48912,0.8630176364393835,39886,359962,aggregated,20334
0.8530805687203792,174,0.864597972503819,174,359962,aggregated,20349
0.74,21491,0.7666666666666667,17741,168757,aggregated,20121
0.8840579710144928,895,0.8791870967741936,886,146818,aggregated,20028
1.0,286,0.9922829581993569,259,359960,aggregated,20272
0.7181208053691275,534831,0.6149812734082396,427875,2073,aggregated,20270
0.8153846153846154,121014,0.7869291854277528,101997,168784,aggregated,20303
0.8,16601,0.7622222222222221,13873,168757,aggregated,20142
0.77,208802,0.7555555555555555,167678,168757,aggregated,20133
0.8985507246376812,43051,0.8728645161290324,33835,146818,aggregated,20024
0.7046979865771812,106871,0.6104868913857677,82827,2073,aggregated,20266
0.9246575342465754,27821,0.9191942646503932,22613,359958,aggregated,20203
0.77,24361,0.7699999999999999,19381,168757,aggregated,20150
0.8307692307692308,306271,0.798406876790831,304019,168784,aggregated,20311
0.5540540540540541,68361,0.5615094339622642,54817,359959,aggregated,20227
0.8679245283018868,98622,0.8777833472570314,79842,359956,aggregated,20171
0.6711409395973155,444061,0.595505617977528,356693,2073,aggregated,20246
0.8705882352941177,1446,0.8449518403852769,1446,190146,aggregated,20099
0.5878378378378378,7089,0.5690566037735849,7089,359959,aggregated,20239
0.5743243243243243,21121,0.5690566037735849,20845,359959,aggregated,20235
0.8705882352941177,1445,0.8462676298589612,1445,190146,aggregated,20095
0.8679245283018868,3,0.87353940406572,3,359956,aggregated,20163
0.7466666666666667,5938,0.8112769485903815,5938,359955,aggregated,20083
0.6308724832214765,44,0.6059925093632959,44,2073,aggregated,20250
0.839622641509434,2905,0.8830075187969925,2905,359956,aggregated,20155
0.6756756756756757,136851,0.672282980177717,112155,359954,aggregated,20058
1.0,35941,0.9993569131832798,30525,359960,aggregated,20293
0.6756756756756757,19271,0.6708361813624972,19055,359954,aggregated,20046
0.6756756756756757,448,0.6797789929368877,361,359954,aggregated,20037
0.5608108108108109,25579,0.5743396226415094,20879,359959,aggregated,20211
1.0,642,0.997427652733119,524,359960,aggregated,20281
0.8962264150943396,477,0.8903870788081315,477,359956,aggregated,20159
0.6486486486486487,167,0.7024265208475734,166,359954,aggregated,20054
0.5675675675675675,11401,0.5667924528301886,11401,359959,aggregated,20229
0.76,83692,0.8038363736871199,66996,359955,aggregated,20081
0.8705882352941177,9217,0.8317767457860337,9217,190146,aggregated,20097
0.8867924528301887,660,0.8766638819270398,660,359956,aggregated,20161
0.527027027027027,149,0.570566037735849,149,359959,aggregated,20237
0.6351351351351351,53197,0.6797676008202324,43589,359954,aggregated,20060
0.839622641509434,171121,0.8788415483152325,134087,359956,aggregated,20173
0.6148648648648649,1214,0.5622641509433962,1214,359959,aggregated,20225
0.6351351351351351,76682,0.6797334244702666,61928,359954,aggregated,20056
0.6241610738255033,79942,0.6037453183520599,44588,2073,aggregated,20251
0.5405405405405406,17167,0.5720754716981132,14713,359959,aggregated,20213
0.6486486486486487,73881,0.6903167008430167,59571,359954,aggregated,20035
1.0,652,0.9967845659163987,530,359960,aggregated,20283
0.6891891891891891,90656,0.6857826384142174,73930,359954,aggregated,20048
0.6621621621621622,346,0.6721804511278195,349,359954,aggregated,20039
0.6891891891891891,301,0.6933128275233538,301,359954,aggregated,20044
0.8679245283018868,2374,0.8798551935394041,2374,359956,aggregated,20157
1.0,514,0.9993569131832798,434,359960,aggregated,20291
0.7114093959731543,193052,0.6142322097378277,156956,2073,aggregated,20247
0.9041095890410958,2180,0.9275708936812469,2180,359958,aggregated,20192
0.8578199052132701,14,0.8624829884738231,14,359962,aggregated,20336
0.8773584905660378,1916,0.8883375104427736,1916,359956,aggregated,20180
0.8705882352941177,1445,0.8659270725834194,1298,190146,aggregated,20115
0.6644295302013423,129300,0.6089887640449438,105182,2073,aggregated,20267
0.8985507246376812,7403,0.880825806451613,5819,146818,aggregated,20002
0.8051282051282052,213751,0.7886631191158412,178327,168784,aggregated,20329
0.8530805687203792,23,0.8640730454103597,23,359962,aggregated,20355
0.8588235294117647,1445,0.8462762297901616,1445,190146,aggregated,20119
0.8672985781990521,108622,0.8693264824329955,88316,359962,aggregated,20359
0.8307692307692308,200411,0.7944036021285305,165487,168784,aggregated,20325
0.8588235294117647,1765,0.8449174406604747,1765,190146,aggregated,20107
0.8695652173913043,28002,0.879174193548387,22928,146818,aggregated,20010
0.7466666666666667,3892,0.8009618573797678,3142,359955,aggregated,20072
0.8578199052132701,23,0.8635383974447993,23,359962,aggregated,20347
0.910958904109589,20921,0.9222476997648972,17163,359958,aggregated,20201
0.8205128205128205,708641,0.7972329103561194,587031,168784,aggregated,20313
0.8405797101449275,39926,0.8759870967741936,32174,146818,aggregated,20026
0.75,48221,0.76,38627,168757,aggregated,20131
0.841025641025641,499351,0.7984052394596808,440047,168784,aggregated,20301
0.81,68296,0.7655555555555555,54754,168757,aggregated,20140
0.77,55311,0.7677777777777777,44087,168757,aggregated,20123
0.6216216216216216,59161,0.6888471177944863,47845,359954,aggregated,20040
1.0,476,0.9954983922829583,424,359960,aggregated,20295
0.8679245283018868,116,0.8830465051517683,116,359956,aggregated,20153
0.5945945945945946,1025,0.6676691729323309,915,359954,aggregated,20052
1.0,600,0.9961414790996784,453,359960,aggregated,20299
1.0,559,0.9980707395498392,464,359960,aggregated,20287
0.6845637583892618,428972,0.6127340823970038,343418,2073,aggregated,20256
0.5878378378378378,14511,0.5630188679245283,14647,359959,aggregated,20217
0.6486486486486487,1952,0.685805422647528,1947,359954,aggregated,20031
0.839622641509434,187,0.8851796157059315,187,359956,aggregated,20169
0.8584905660377359,176411,0.8819883040935672,140031,359956,aggregated,20177
0.7466666666666667,4082,0.8052957435046988,4082,359955,aggregated,20089
0.5675675675675675,24583,0.5690566037735849,20740,359959,aggregated,20221
0.7466666666666667,6177,0.8127915975677169,6177,359955,aggregated,20085
0.8705882352941177,1446,0.8357155142758858,1446,190146,aggregated,20093
0.8773584905660378,16902,0.8767251461988306,16282,359956,aggregated,20165
0.6013513513513513,2056,0.5675471698113207,2056,359959,aggregated,20233
0.8205128205128205,146411,0.7938076135898485,138679,168784,aggregated,20305
0.82,130281,0.7733333333333333,104651,168757,aggregated,20144
0.75,1371,0.7644444444444444,1371,168757,aggregated,20139
1.0,932,0.997427652733119,932,359960,aggregated,20274
0.9130434782608695,68351,0.8873161290322582,57735,146818,aggregated,20030
0.8972602739726028,9294,0.9115838969030273,7644,359958,aggregated,20209
0.79,589,0.7655555555555555,460,168757,aggregated,20127
0.8102564102564103,169641,0.7955399099467867,139937,168784,aggregated,20317
0.910958904109589,158501,0.9199460134095725,126983,359958,aggregated,20205
0.76,139646,0.7699999999999999,110204,168757,aggregated,20148
0.8256410256410256,143011,0.7857928776094966,138063,168784,aggregated,20309
0.9130434782608695,451,0.8776645161290324,451,146818,aggregated,20022
1.0,495,0.997427652733119,417,359960,aggregated,20278
0.81,83896,0.7655555555555555,67252,168757,aggregated,20135
0.7466666666666667,2090,0.7994472084024322,2090,359955,aggregated,20068
0.8358974358974359,564622,0.7812279983626688,531830,168784,aggregated,20321
0.910958904109589,87771,0.9184541259106609,71777,359958,aggregated,20184
0.7733333333333333,3090,0.8008955223880596,3090,359955,aggregated,20076
0.8672985781990521,21341,0.8582752395500626,19273,359962,aggregated,20343
0.8588235294117647,1446,0.8449518403852769,1446,190146,aggregated,20103
0.855072463768116,28472,0.875974193548387,26748,146818,aggregated,20014
0.8985507246376812,339,0.8759870967741936,339,146818,aggregated,20018
0.7046979865771812,116982,0.6127340823970038,95166,2073,aggregated,20260
0.9178082191780822,54511,0.9153803732621253,46699,359958,aggregated,20196
0.8720379146919431,139531,0.8661852520483266,110337,359962,aggregated,20332
0.7466666666666667,335,0.8112990602542842,268,359955,aggregated,20064
0.8720379146919431,168647,0.8619538952923206,137605,359962,aggregated,20351
0.8588235294117647,1446,0.8383900928792569,1446,190146,aggregated,20111
0.8985507246376812,15871,0.8759354838709678,12731,146818,aggregated,20006
0.9178082191780822,179032,0.9237686123124258,142624,359958,aggregated,20188
0.76,17951,0.7655555555555555,16591,168757,aggregated,20137
0.9130434782608695,34561,0.8905548387096773,28229,146818,aggregated,20020
0.697986577181208,137002,0.6082397003745318,107956,2073,aggregated,20261
0.8205128205128205,440771,0.792086778550962,386695,168784,aggregated,20315
0.9041095890410958,2,0.915383275766987,2,359958,aggregated,20207
0.79,134291,0.7611111111111111,107783,168757,aggregated,20129
0.8307692307692308,493582,0.7943921408104789,440510,168784,aggregated,20319
0.73,2781,0.7666666666666666,2161,168757,aggregated,20125
0.8256410256410256,214376,0.8018387228817028,180226,168784,aggregated,20307
0.82,15061,0.7577777777777778,11695,168757,aggregated,20146
1.0,2955,0.9987138263665596,2955,359960,aggregated,20276
0.8720379146919431,154221,0.8635356200527704,123955,359962,aggregated,20353
0.7866666666666666,7233,0.7993698175787729,7233,359955,aggregated,20066
0.8985507246376812,186,0.8808516129032258,162,146818,aggregated,20004
0.8941176470588236,2458,0.8356983144134847,2458,190146,aggregated,20113
0.76,23,0.8053067993366501,23,359955,aggregated,20078
0.9178082191780822,35801,0.9169332133631324,30096,359958,aggregated,20194
0.8767772511848341,295312,0.8698569643105124,242432,359962,aggregated,20341
0.76,588,0.7994803758982864,477,359955,aggregated,20074
0.9041095890410958,24791,0.9146228194932228,20741,359958,aggregated,20198
0.8985507246376812,14271,0.8888774193548388,11543,146818,aggregated,20016
0.8705882352941177,1445,0.8396800825593396,1445,190146,aggregated,20101
0.8358974358974359,145211,0.7949619320507573,140023,168784,aggregated,20323
0.910958904109589,108541,0.9161437320407512,89773,359958,aggregated,20186
0.8840579710144928,132,0.8792387096774194,130,146818,aggregated,20008
1.0,570,0.9987138263665596,476,359960,aggregated,20285
0.6621621621621622,71531,0.6812941444520392,57403,359954,aggregated,20033
0.5608108108108109,40551,0.569811320754717,32805,359959,aggregated,20215
0.6756756756756757,739,0.6933014354066984,737,359954,aggregated,20050
1.0,687,0.9980707395498392,562,359960,aggregated,20297
0.8867924528301887,112611,0.8809412419938736,91999,359956,aggregated,20151
1.0,636,0.9967845659163987,524,359960,aggregated,20289
0.6891891891891891,54647,0.6919002050580997,43975,359954,aggregated,20042
0.5,21139,0.5750943396226416,17573,359959,aggregated,20219
0.5608108108108109,17581,0.5652830188679245,14242,359959,aggregated,20231
0.8705882352941177,1445,0.8541279669762643,1445,190146,aggregated,20091
0.7114093959731543,483562,0.6112359550561799,389394,2073,aggregated,20257
0.8962264150943396,387,0.8830353661932608,286,359956,aggregated,20167
0.8490566037735849,672,0.8924979114452798,672,359956,aggregated,20179
0.76,795,0.8067661691542289,795,359955,aggregated,20087
0.5675675675675675,3055,0.5728301886792453,2649,359959,aggregated,20223
0.8490566037735849,33,0.8777666388192704,33,359956,aggregated,20175
0.5675675675675675,834,0.5735849056603773,834,359959,aggregated,20240
0.7181208053691275,123991,0.6067415730337078,99549,2073,aggregated,20241
